asm/non_matchings/code/z_en_a_keep/EnAObj_Init.s,EnAObj_Init,0x800A5AC0,0x2B
asm/non_matchings/code/z_en_a_keep/EnAObj_Destroy.s,EnAObj_Destroy,0x800A5B6C,0xB
asm/non_matchings/code/z_en_a_keep/EnAObj_Idle.s,EnAObj_Idle,0x800A5B98,0x24
asm/non_matchings/code/z_en_a_keep/EnAObj_Talk.s,EnAObj_Talk,0x800A5C28,0xE
asm/non_matchings/code/z_en_a_keep/EnAObj_Update.s,EnAObj_Update,0x800A5C60,0x16
asm/non_matchings/code/z_en_a_keep/EnAObj_Draw.s,EnAObj_Draw,0x800A5CB8,0x12
asm/non_matchings/code/z_en_item00/EnItem00_SetObject.s,EnItem00_SetObject,0x800A5D00,0x1C
asm/non_matchings/code/z_en_item00/EnItem00_Init.s,EnItem00_Init,0x800A5D70,0x183
asm/non_matchings/code/z_en_item00/EnItem00_Destroy.s,EnItem00_Destroy,0x800A637C,0xB
asm/non_matchings/code/z_en_item00/EnItem00_WaitForHeartObject.s,EnItem00_WaitForHeartObject,0x800A63A8,0x19
asm/non_matchings/code/z_en_item00/func_800A640C.s,func_800A640C,0x800A640C,0x91
asm/non_matchings/code/z_en_item00/func_800A6650.s,func_800A6650,0x800A6650,0x4C
asm/non_matchings/code/z_en_item00/func_800A6780.s,func_800A6780,0x800A6780,0xB0
asm/non_matchings/code/z_en_item00/func_800A6A40.s,func_800A6A40,0x800A6A40,0x56
asm/non_matchings/code/z_en_item00/EnItem00_Update.s,EnItem00_Update,0x800A6B98,0x164
asm/non_matchings/code/z_en_item00/EnItem00_Draw.s,EnItem00_Draw,0x800A7128,0x61
asm/non_matchings/code/z_en_item00/EnItem00_DrawRupee.s,EnItem00_DrawRupee,0x800A72AC,0x3D
asm/non_matchings/code/z_en_item00/EnItem00_DrawSprite.s,EnItem00_DrawSprite,0x800A73A0,0x4E
asm/non_matchings/code/z_en_item00/EnItem00_DrawHeartContainer.s,EnItem00_DrawHeartContainer,0x800A74D8,0x38
asm/non_matchings/code/z_en_item00/EnItem00_DrawHeartPiece.s,EnItem00_DrawHeartPiece,0x800A75B8,0x26
asm/non_matchings/code/z_en_item00/func_800A7650.s,func_800A7650,0x800A7650,0x38
asm/non_matchings/code/z_en_item00/Item_DropCollectible.s,Item_DropCollectible,0x800A7730,0xE9
asm/non_matchings/code/z_en_item00/Item_DropCollectible2.s,Item_DropCollectible2,0x800A7AD4,0x95
asm/non_matchings/code/z_en_item00/Item_DropCollectibleRandom.s,Item_DropCollectibleRandom,0x800A7D28,0x10A
asm/non_matchings/code/z_en_item00/func_800A8150.s,func_800A8150,0x800A8150,0xB
asm/non_matchings/code/z_en_item00/func_800A817C.s,func_800A817C,0x800A817C,0xA
asm/non_matchings/code/z_en_item00/func_800A81A4.s,func_800A81A4,0x800A81A4,0x13
asm/non_matchings/code/z_eff_blure/EffectBlure_AddVertex.s,EffectBlure_AddVertex,0x800A81F0,0xC9
asm/non_matchings/code/z_eff_blure/EffectBlure_AddSpace.s,EffectBlure_AddSpace,0x800A8514,0x11
asm/non_matchings/code/z_eff_blure/EffectBlure_InitElements.s,EffectBlure_InitElements,0x800A8558,0x2E
asm/non_matchings/code/z_eff_blure/EffectBlure_Init1.s,EffectBlure_Init1,0x800A8610,0x44
asm/non_matchings/code/z_eff_blure/EffectBlure_Init2.s,EffectBlure_Init2,0x800A8720,0x4D
asm/non_matchings/code/z_eff_blure/EffectBlure_Destroy.s,EffectBlure_Destroy,0x800A8854,0x3
asm/non_matchings/code/z_eff_blure/EffectBlure_Update.s,EffectBlure_Update,0x800A8860,0x106
asm/non_matchings/code/z_eff_blure/EffectBlure_UpdateFlags.s,EffectBlure_UpdateFlags,0x800A8C78,0x5C
asm/non_matchings/code/z_eff_blure/EffectBlure_GetComputedValues.s,EffectBlure_GetComputedValues,0x800A8DE8,0x145
asm/non_matchings/code/z_eff_blure/EffectBlure_SetupSmooth.s,EffectBlure_SetupSmooth,0x800A92FC,0xD
asm/non_matchings/code/z_eff_blure/EffectBlure_DrawElemNoInterpolation.s,EffectBlure_DrawElemNoInterpolation,0x800A9330,0x135
asm/non_matchings/code/z_eff_blure/EffectBlure_DrawElemHermiteInterpolation.s,EffectBlure_DrawElemHermiteInterpolation,0x800A9804,0x263
asm/non_matchings/code/z_eff_blure/EffectBlure_DrawSmooth.s,EffectBlure_DrawSmooth,0x800AA190,0xB4
asm/non_matchings/code/z_eff_blure/EffectBlure_SetupSimple.s,EffectBlure_SetupSimple,0x800AA460,0xE
asm/non_matchings/code/z_eff_blure/EffectBlure_SetupSimpleAlt.s,EffectBlure_SetupSimpleAlt,0x800AA498,0x9A
asm/non_matchings/code/z_eff_blure/EffectBlure_DrawSimpleVertices.s,EffectBlure_DrawSimpleVertices,0x800AA700,0x138
asm/non_matchings/code/z_eff_blure/EffectBlure_DrawSimple.s,EffectBlure_DrawSimple,0x800AABE0,0x143
asm/non_matchings/code/z_eff_blure/EffectBlure_Draw.s,EffectBlure_Draw,0x800AB0EC,0x139
asm/non_matchings/code/z_eff_shield_particle/EffectShieldParticle_Init.s,EffectShieldParticle_Init,0x800AB5D0,0x8E
asm/non_matchings/code/z_eff_shield_particle/EffectShieldParticle_Destroy.s,EffectShieldParticle_Destroy,0x800AB808,0x23
asm/non_matchings/code/z_eff_shield_particle/EffectShieldParticle_Update.s,EffectShieldParticle_Update,0x800AB894,0x59
asm/non_matchings/code/z_eff_shield_particle/EffectShieldParticle_GetColors.s,EffectShieldParticle_GetColors,0x800AB9F8,0x348
asm/non_matchings/code/z_eff_shield_particle/EffectShieldParticle_Draw.s,EffectShieldParticle_Draw,0x800AC718,0x136
asm/non_matchings/code/z_eff_spark/EffectSpark_Init.s,EffectSpark_Init,0x800ACBF0,0xF7
asm/non_matchings/code/z_eff_spark/EffectSpark_Destroy.s,EffectSpark_Destroy,0x800ACFCC,0x3
asm/non_matchings/code/z_eff_spark/EffectSpark_Update.s,EffectSpark_Update,0x800ACFD8,0x31
asm/non_matchings/code/z_eff_spark/EffectSpark_Draw.s,EffectSpark_Draw,0x800AD09C,0x481
asm/non_matchings/code/z_eff_ss_dead/func_800AE2A0.s,func_800AE2A0,0x800AE2A0,0x65
asm/non_matchings/code/z_eff_ss_dead/func_800AE434.s,func_800AE434,0x800AE434,0x5B
asm/non_matchings/code/z_eff_ss_dead/func_800AE5A0.s,func_800AE5A0,0x800AE5A0,0x11
asm/non_matchings/code/z_eff_ss_dead/func_800AE5E4.s,func_800AE5E4,0x800AE5E4,0x65
asm/non_matchings/code/z_eff_ss_dead/func_800AE778.s,func_800AE778,0x800AE778,0x5D
asm/non_matchings/code/z_eff_ss_dead/func_800AE8EC.s,func_800AE8EC,0x800AE8EC,0x11
asm/non_matchings/code/z_eff_tire_mark/func_800AE930.s,func_800AE930,0x800AE930,0x185
asm/non_matchings/code/z_eff_tire_mark/func_800AEF44.s,func_800AEF44,0x800AEF44,0xB
asm/non_matchings/code/z_eff_tire_mark/EffectTireMark_InitElement.s,EffectTireMark_InitElement,0x800AEF70,0xC
asm/non_matchings/code/z_eff_tire_mark/EffectTireMark_Init.s,EffectTireMark_Init,0x800AEFA0,0x29
asm/non_matchings/code/z_eff_tire_mark/EffectTireMark_Destroy.s,EffectTireMark_Destroy,0x800AF044,0x3
asm/non_matchings/code/z_eff_tire_mark/EffectTireMark_Update.s,EffectTireMark_Update,0x800AF050,0x8D
asm/non_matchings/code/z_eff_tire_mark/EffectTireMark_SetVertices.s,EffectTireMark_SetVertices,0x800AF284,0x23
asm/non_matchings/code/z_eff_tire_mark/EffectTireMark_Draw.s,EffectTireMark_Draw,0x800AF310,0x100
asm/non_matchings/code/z_effect/Effect_GetPlayState.s,Effect_GetPlayState,0x800AF710,0x4
asm/non_matchings/code/z_effect/Effect_GetByIndex.s,Effect_GetByIndex,0x800AF720,0x57
asm/non_matchings/code/z_effect/Effect_InitStatus.s,Effect_InitStatus,0x800AF87C,0x5
asm/non_matchings/code/z_effect/Effect_Init.s,Effect_Init,0x800AF890,0x34
asm/non_matchings/code/z_effect/Effect_Add.s,Effect_Add,0x800AF960,0x71
asm/non_matchings/code/z_effect/Effect_DrawAll.s,Effect_DrawAll,0x800AFB24,0x4F
asm/non_matchings/code/z_effect/Effect_UpdateAll.s,Effect_UpdateAll,0x800AFC60,0x5B
asm/non_matchings/code/z_effect/Effect_Destroy.s,Effect_Destroy,0x800AFDCC,0x56
asm/non_matchings/code/z_effect/Effect_DestroyAll.s,Effect_DestroyAll,0x800AFF24,0x4B
asm/non_matchings/code/z_effect_soft_sprite/EffectSS_Init.s,EffectSS_Init,0x800B0050,0x3C
asm/non_matchings/code/z_effect_soft_sprite/EffectSS_Clear.s,EffectSS_Clear,0x800B0140,0x30
asm/non_matchings/code/z_effect_soft_sprite/EffectSS_GetTable.s,EffectSS_GetTable,0x800B0200,0x4
asm/non_matchings/code/z_effect_soft_sprite/EffectSS_Delete.s,EffectSS_Delete,0x800B0210,0x18
asm/non_matchings/code/z_effect_soft_sprite/EffectSS_ResetEntry.s,EffectSS_ResetEntry,0x800B0270,0x25
asm/non_matchings/code/z_effect_soft_sprite/EffectSS_FindFreeSpace.s,EffectSS_FindFreeSpace,0x800B0304,0x4E
asm/non_matchings/code/z_effect_soft_sprite/EffectSS_Copy.s,EffectSS_Copy,0x800B043C,0x26
asm/non_matchings/code/z_effect_soft_sprite/EffectSs_Spawn.s,EffectSs_Spawn,0x800B04D4,0x6A
asm/non_matchings/code/z_effect_soft_sprite/EffectSS_UpdateParticle.s,EffectSS_UpdateParticle,0x800B067C,0x28
asm/non_matchings/code/z_effect_soft_sprite/EffectSS_UpdateAllParticles.s,EffectSS_UpdateAllParticles,0x800B071C,0x2F
asm/non_matchings/code/z_effect_soft_sprite/EffectSS_DrawParticle.s,EffectSS_DrawParticle,0x800B07D8,0x11
asm/non_matchings/code/z_effect_soft_sprite/EffectSS_DrawAllParticles.s,EffectSS_DrawAllParticles,0x800B081C,0x54
asm/non_matchings/code/z_effect_soft_sprite/func_800B096C.s,func_800B096C,0x800B096C,0x19
asm/non_matchings/code/z_effect_soft_sprite/func_800B09D0.s,func_800B09D0,0x800B09D0,0x15
asm/non_matchings/code/z_effect_soft_sprite/func_800B0A24.s,func_800B0A24,0x800B0A24,0x3B
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSs_DrawGEffect.s,EffectSs_DrawGEffect,0x800B0B10,0x87
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSsDust_Spawn.s,EffectSsDust_Spawn,0x800B0D2C,0x2D
asm/non_matchings/code/z_effect_soft_sprite_old_init/func_800B0DE0.s,func_800B0DE0,0x800B0DE0,0x1A
asm/non_matchings/code/z_effect_soft_sprite_old_init/func_800B0E48.s,func_800B0E48,0x800B0E48,0x1A
asm/non_matchings/code/z_effect_soft_sprite_old_init/func_800B0EB0.s,func_800B0EB0,0x800B0EB0,0x1A
asm/non_matchings/code/z_effect_soft_sprite_old_init/func_800B0F18.s,func_800B0F18,0x800B0F18,0x1A
asm/non_matchings/code/z_effect_soft_sprite_old_init/func_800B0F80.s,func_800B0F80,0x800B0F80,0x1A
asm/non_matchings/code/z_effect_soft_sprite_old_init/func_800B0FE8.s,func_800B0FE8,0x800B0FE8,0x1B
asm/non_matchings/code/z_effect_soft_sprite_old_init/func_800B1054.s,func_800B1054,0x800B1054,0x1B
asm/non_matchings/code/z_effect_soft_sprite_old_init/func_800B10C0.s,func_800B10C0,0x800B10C0,0x1C
asm/non_matchings/code/z_effect_soft_sprite_old_init/func_800B1130.s,func_800B1130,0x800B1130,0x1C
asm/non_matchings/code/z_effect_soft_sprite_old_init/func_800B11A0.s,func_800B11A0,0x800B11A0,0x1C
asm/non_matchings/code/z_effect_soft_sprite_old_init/func_800B1210.s,func_800B1210,0x800B1210,0x1C
asm/non_matchings/code/z_effect_soft_sprite_old_init/func_800B1280.s,func_800B1280,0x800B1280,0x1C
asm/non_matchings/code/z_effect_soft_sprite_old_init/func_800B12F0.s,func_800B12F0,0x800B12F0,0x1C
asm/non_matchings/code/z_effect_soft_sprite_old_init/func_800B1360.s,func_800B1360,0x800B1360,0xF
asm/non_matchings/code/z_effect_soft_sprite_old_init/func_800B139C.s,func_800B139C,0x800B139C,0xF
asm/non_matchings/code/z_effect_soft_sprite_old_init/func_800B13D8.s,func_800B13D8,0x800B13D8,0x3F
asm/non_matchings/code/z_effect_soft_sprite_old_init/func_800B14D4.s,func_800B14D4,0x800B14D4,0x31
asm/non_matchings/code/z_effect_soft_sprite_old_init/func_800B1598.s,func_800B1598,0x800B1598,0x31
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSsKirakira_SpawnSmallYellow.s,EffectSsKirakira_SpawnSmallYellow,0x800B165C,0x17
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSsKirakira_SpawnSmall.s,EffectSsKirakira_SpawnSmall,0x800B16B8,0xF
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSsKirakira_SpawnDispersed.s,EffectSsKirakira_SpawnDispersed,0x800B16F4,0x4F
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSsKirakira_SpawnFocused.s,EffectSsKirakira_SpawnFocused,0x800B1830,0x36
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSsBomb2_SpawnFade.s,EffectSsBomb2_SpawnFade,0x800B1908,0x1A
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSsBomb2_SpawnLayered.s,EffectSsBomb2_SpawnLayered,0x800B1970,0x1C
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSsBlast_Spawn.s,EffectSsBlast_Spawn,0x800B19E0,0x24
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSsBlast_SpawnWhiteCustomScale.s,EffectSsBlast_SpawnWhiteCustomScale,0x800B1A70,0x15
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSsBlast_SpawnShockwave.s,EffectSsBlast_SpawnShockwave,0x800B1AC4,0x13
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSsBlast_SpawnWhiteShockwave.s,EffectSsBlast_SpawnWhiteShockwave,0x800B1B10,0xF
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSsGSpk_SpawnAccel.s,EffectSsGSpk_SpawnAccel,0x800B1B4C,0x24
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSsGSpk_SpawnNoAccel.s,EffectSsGSpk_SpawnNoAccel,0x800B1BDC,0x25
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSsGSpk_SpawnFuse.s,EffectSsGSpk_SpawnFuse,0x800B1C70,0x15
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSsGSpk_SpawnRandColor.s,EffectSsGSpk_SpawnRandColor,0x800B1CC4,0x41
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSsGSpk_SpawnSmall.s,EffectSsGSpk_SpawnSmall,0x800B1DC8,0x11
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSsDFire_Spawn.s,EffectSsDFire_Spawn,0x800B1E0C,0x22
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSsBubble_Spawn.s,EffectSsBubble_Spawn,0x800B1E94,0x18
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSsGRipple_Spawn.s,EffectSsGRipple_Spawn,0x800B1EF4,0x16
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSsGSplash_Spawn.s,EffectSsGSplash_Spawn,0x800B1F4C,0x25
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSsGFire_Spawn.s,EffectSsGFire_Spawn,0x800B1FE0,0xE
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSsLightning_Spawn.s,EffectSsLightning_Spawn,0x800B2018,0x1E
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSsDtBubble_SpawnColorProfile.s,EffectSsDtBubble_SpawnColorProfile,0x800B2090,0x1F
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSsDtBubble_SpawnCustomColor.s,EffectSsDtBubble_SpawnCustomColor,0x800B210C,0x24
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSsHahen_Spawn.s,EffectSsHahen_Spawn,0x800B219C,0x20
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSsHahen_SpawnBurst.s,EffectSsHahen_SpawnBurst,0x800B221C,0x52
asm/non_matchings/code/z_effect_soft_sprite_old_init/func_800B2364.s,func_800B2364,0x800B2364,0x1D
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSsStick_Spawn.s,EffectSsStick_Spawn,0x800B23D8,0x15
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSsSibuki_Spawn.s,EffectSsSibuki_Spawn,0x800B242C,0x1C
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSsSibuki_SpawnBurst.s,EffectSsSibuki_SpawnBurst,0x800B249C,0x4F
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSsStone1_Spawn.s,EffectSsStone1_Spawn,0x800B25D8,0x15
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSsHitmark_Spawn.s,EffectSsHitmark_Spawn,0x800B262C,0x16
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSsHitmark_SpawnFixedScale.s,EffectSsHitmark_SpawnFixedScale,0x800B2684,0x9
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSsHitmark_SpawnCustomScale.s,EffectSsHitmark_SpawnCustomScale,0x800B26A8,0xB
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSsFhgFlash_SpawnShock.s,EffectSsFhgFlash_SpawnShock,0x800B26D4,0x19
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSsKFire_Spawn.s,EffectSsKFire_Spawn,0x800B2738,0x1A
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSsSolderSrchBall_Spawn.s,EffectSsSolderSrchBall_Spawn,0x800B27A0,0x1C
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSsKakera_Spawn.s,EffectSsKakera_Spawn,0x800B2810,0x2E
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSsIcePiece_Spawn.s,EffectSsIcePiece_Spawn,0x800B28C8,0x1A
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSsIcePiece_SpawnBurst.s,EffectSsIcePiece_SpawnBurst,0x800B2930,0x65
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSsEnIce_SpawnFlying.s,EffectSsEnIce_SpawnFlying,0x800B2AC4,0x20
asm/non_matchings/code/z_effect_soft_sprite_old_init/func_800B2B44.s,func_800B2B44,0x800B2B44,0xE
asm/non_matchings/code/z_effect_soft_sprite_old_init/func_800B2B7C.s,func_800B2B7C,0x800B2B7C,0x11
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSsEnIce_Spawn.s,EffectSsEnIce_Spawn,0x800B2BC0,0x22
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSsFireTail_Spawn.s,EffectSsFireTail_Spawn,0x800B2C48,0x26
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSsFireTail_SpawnFlame.s,EffectSsFireTail_SpawnFlame,0x800B2CE0,0x31
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSsFireTail_SpawnFlameOnPlayer.s,EffectSsFireTail_SpawnFlameOnPlayer,0x800B2DA4,0x14
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSsEnFire_SpawnVec3f.s,EffectSsEnFire_SpawnVec3f,0x800B2DF4,0x1E
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSsEnFire_SpawnVec3s.s,EffectSsEnFire_SpawnVec3s,0x800B2E6C,0x2B
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSsExtra_Spawn.s,EffectSsExtra_Spawn,0x800B2F18,0x1A
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSsDeadDb_Spawn.s,EffectSsDeadDb_Spawn,0x800B2F80,0x2C
asm/non_matchings/code/z_effect_soft_sprite_old_init/func_800B3030.s,func_800B3030,0x800B3030,0x16
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSsDeadDd_Spawn.s,EffectSsDeadDd_Spawn,0x800B3088,0x2F
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSsDeadDs_Spawn.s,EffectSsDeadDs_Spawn,0x800B3144,0x1E
asm/non_matchings/code/z_effect_soft_sprite_old_init/func_800B31BC.s,func_800B31BC,0x800B31BC,0x14
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSsIceSmoke_Spawn.s,EffectSsIceSmoke_Spawn,0x800B320C,0x18
asm/non_matchings/code/z_effect_soft_sprite_old_init/EffectSsIceBlock_Spawn.s,EffectSsIceBlock_Spawn,0x800B326C,0x19
asm/non_matchings/code/flg_set/FlagSet_Update.s,FlagSet_Update,0x800B32D0,0xDD
asm/non_matchings/code/flg_set/FlagSet_Draw.s,FlagSet_Draw,0x800B3644,0x8F
asm/non_matchings/code/z_DLF/Overlay_LoadGameState.s,Overlay_LoadGameState,0x800B3880,0x49
asm/non_matchings/code/z_DLF/Overlay_FreeGameState.s,Overlay_FreeGameState,0x800B39A4,0x4B
asm/non_matchings/code/z_actor/Actor_PrintLists.s,Actor_PrintLists,0x800B3AD0,0x35
asm/non_matchings/code/z_actor/ActorShape_Init.s,ActorShape_Init,0x800B3BA4,0x9
asm/non_matchings/code/z_actor/ActorShadow_Draw.s,ActorShadow_Draw,0x800B3BC8,0xFE
