offset,vram,.text
0,80080060,src/boot/boot_main
F0,80080150,src/boot/idle
580,800805E0,src/boot/viconfig
730,80080790,src/boot/z_std_dma
DD0,80080E30,src/boot/yaz0
11F0,80081250,src/boot/irqmgr
17B0,80081810,src/boot/CIC6105
1A30,80081A90,src/boot/syncprintf
1AA0,80081B00,src/boot/fault
3FD0,80084030,src/boot/fault_drawer
4A60,80084AC0,src/boot/libu64/rcp_utils
4D90,80084DF0,src/boot/libu64/loadfragment
5440,800854A0,src/boot/libu64/loadfragment2
58F0,80085950,src/boot/libu64/pad
5AE0,80085B40,src/boot/libu64/stackcheck
5DE0,80085E40,src/boot/libu64/gfxprint
6990,800869F0,src/boot/libu64/mtxuty-cvt
6B00,80086B60,src/boot/libu64/debug
6C20,80086C80,src/boot/libu64/system_heap
6F60,80086FC0,src/boot/libu64/padsetup
70A0,80087100,src/boot/libc64/math64
75B0,80087610,src/boot/libc64/fp
7710,80087770,src/boot/libc64/malloc
78E0,80087940,src/boot/libc64/qrand
7AA0,80087B00,src/boot/libc64/__osMalloc
86D0,80088730,src/boot/libc64/sprintf
87A0,80088800,src/boot/libc64/aprintf
8800,80088860,src/boot/libc64/sleep
89A0,80088A00,src/libultra/os/setcause
89B0,80088A10,src/libultra/os/sendmesg
8B00,80088B60,src/libultra/io/pfsfreeblocks
8CA0,80088D00,src/libultra/io/viextendvstart
8CB0,80088D10,src/libultra/os/stopthread
8D70,80088DD0,src/libultra/os/recvmesg
8EB0,80088F10,src/libultra/os/setintmask
8F50,80088FB0,src/libultra/os/getintmask
8FB0,80089010,src/libultra/voice/voicesetword
9140,800891A0,src/libultra/mgu/scale
91F0,80089250,src/libultra/gu/sinf
93B0,80089410,src/libultra/gu/sins
9420,80089480,src/libultra/io/sptask
96E0,80089740,src/libultra/libc/ll
99A0,80089A00,src/libultra/os/exceptasm
A2D0,8008A330,src/libultra/os/thread
A310,8008A370,src/libultra/os/destroythread
A420,8008A480,src/libultra/voice/voicecheckresult
A4D0,8008A530,src/libultra/libc/bzero
A570,8008A5D0,src/libultra/io/motor
A940,8008A9A0,src/libultra/io/siacs
AA00,8008AA60,src/libultra/io/controller
ACE0,8008AD40,src/libultra/os/createthread
AE30,8008AE90,src/libultra/io/contreaddata
B010,8008B070,src/libultra/voice/voicegetreaddata
B3E0,8008B440,src/libultra/os/virtualtophysical
B460,8008B4C0,src/libultra/os/getsr
B470,8008B4D0,src/libultra/os/setsr
B480,8008B4E0,src/libultra/os/writebackdcache
B500,8008B560,src/libultra/os/initialize
B850,8008B8B0,src/libultra/os/parameters
B8B0,8008B910,src/libultra/io/vigetnextframebuf
B8F0,8008B950,src/libultra/gu/perspective
BB80,8008BBE0,src/libultra/io/sprawdma
BC10,8008BC70,src/libultra/io/sirawdma
BCC0,8008BD20,src/libultra/io/epilinkhandle
BD10,8008BD70,src/libultra/io/viblack
BD80,8008BDE0,src/libultra/io/sirawread
BDD0,8008BE30,src/libultra/os/getthreadid
BDF0,8008BE50,src/libultra/io/sptaskyield
BE10,8008BE70,src/libultra/io/pfsreadwritefile
C260,8008C2C0,src/libultra/io/pfsgetstatus
C4A0,8008C500,src/libultra/mgu/mtxidentf
C4F0,8008C550,src/libultra/io/visetmode
C550,8008C5B0,src/libultra/os/getconfig
C560,8008C5C0,src/libultra/os/setconfig
C570,8008C5D0,src/libultra/gu/lookat
C890,8008C8F0,src/libultra/io/pfsallocatefile
CD10,8008CD70,src/libultra/os/stoptimer
CE00,8008CE60,src/libultra/os/probetlb
CEC0,8008CF20,src/libultra/io/pimgr
D030,8008D090,src/libultra/io/piacs
D100,8008D160,src/libultra/io/devmgr
D510,8008D570,src/libultra/io/pirawdma
D5E0,8008D640,src/libultra/io/contpfs
E160,8008E1C0,src/libultra/os/getcount
E170,8008E1D0,padding/E170
E180,8008E1E0,src/libultra/mgu/mtxl2f
E1F0,8008E250,src/libultra/os/getmemsize
E310,8008E370,src/libultra/io/pfssearchfile
E4E0,8008E540,src/libultra/os/seteventmesg
E5A0,8008E600,src/libultra/gu/sqrtf
E5B0,8008E610,src/libultra/os/afterprenmi
E5D0,8008E630,src/libultra/io/contquery
E670,8008E6D0,src/libultra/gu/lookathil
EEF0,8008EF50,src/libultra/libc/xprintf
FBD0,8008FC30,src/libultra/voice/voicecleardictionary
FC80,8008FCE0,src/libultra/os/unmaptlball
FCD0,8008FD30,src/libultra/io/epidma
FD70,8008FDD0,src/libultra/voice/voicecontread2
FFA0,80090000,src/libultra/voice/voicecrc
10040,800900A0,src/libultra/libc/string
100E0,80090140,src/libultra/os/createmesgqueue
10110,80090170,src/libultra/os/invalicache
10190,800901F0,src/libultra/os/invaldcache
10240,800902A0,src/libultra/os/timerintr
10670,800906D0,src/libultra/voice/voicecontread36
108A0,80090900,src/libultra/io/sp
108D0,80090930,src/libultra/io/si
10900,80090960,src/libultra/mgu/mtxident
10950,800909B0,src/libultra/os/jammesg
10AA0,80090B00,src/libultra/os/setthreadpri
10B80,80090BE0,src/libultra/os/getthreadpri
