offset,vram,.text
0,80080060,src/boot/boot_main
F0,80080150,src/boot/idle
580,800805E0,src/boot/viconfig
730,80080790,src/boot/z_std_dma
DD0,80080E30,src/boot/yaz0
11F0,80081250,src/boot/irqmgr
17C0,80081820,src/boot/CIC6105
18C0,80081920,src/boot/syncprintf
1920,80081980,src/boot/fault
3E50,80083EB0,src/boot/fault_drawer
48E0,80084940,src/boot/libu64/rcp_utils
4940,800849A0,src/boot/libu64/loadfragment
4D50,80084DB0,src/boot/libu64/loadfragment2
50D0,80085130,src/boot/libu64/pad
52C0,80085320,src/boot/libu64/stackcheck
5510,80085570,src/boot/libu64/gfxprint
60B0,80086110,src/boot/libu64/mtxuty-cvt
6220,80086280,src/boot/libu64/debug
6280,800862E0,src/boot/libu64/system_heap
65C0,80086620,src/boot/libu64/padsetup
6700,80086760,src/boot/libc64/math64
6C10,80086C70,src/boot/libc64/fp
6D70,80086DD0,src/boot/libc64/malloc
6F40,80086FA0,src/boot/libc64/qrand
7100,80087160,src/boot/libc64/__osMalloc
77D0,80087830,src/boot/libc64/sprintf
78A0,80087900,src/boot/libc64/aprintf
7900,80087960,src/boot/libc64/sleep
7AA0,80087B00,src/libultra/os/setcause
7AB0,80087B10,src/libultra/os/sendmesg
7C00,80087C60,src/libultra/io/pfsfreeblocks
7DA0,80087E00,src/libultra/io/viextendvstart
7DB0,80087E10,src/libultra/os/stopthread
7E70,80087ED0,src/libultra/os/recvmesg
7FB0,80088010,src/libultra/os/setintmask
8050,800880B0,src/libultra/os/getintmask
80B0,80088110,src/libultra/voice/voicesetword
8240,800882A0,src/libultra/mgu/scale
82F0,80088350,src/libultra/gu/sinf
84B0,80088510,src/libultra/gu/sins
8520,80088580,src/libultra/io/sptask
87E0,80088840,src/libultra/libc/ll
8AA0,80088B00,src/libultra/os/exceptasm
93D0,80089430,src/libultra/os/thread
9410,80089470,src/libultra/os/destroythread
9520,80089580,src/libultra/voice/voicecheckresult
95D0,80089630,src/libultra/libc/bzero
9670,800896D0,src/libultra/io/motor
9A40,80089AA0,src/libultra/io/siacs
9B00,80089B60,src/libultra/io/controller
9DE0,80089E40,src/libultra/os/createthread
9F30,80089F90,src/libultra/io/contreaddata
A110,8008A170,src/libultra/voice/voicegetreaddata
A4E0,8008A540,src/libultra/os/virtualtophysical
A560,8008A5C0,src/libultra/os/getsr
A570,8008A5D0,src/libultra/os/setsr
A580,8008A5E0,src/libultra/os/writebackdcache
A600,8008A660,src/libultra/os/initialize
A950,8008A9B0,src/libultra/os/parameters
A9B0,8008AA10,src/libultra/io/vigetnextframebuf
A9F0,8008AA50,src/libultra/gu/perspective
AC80,8008ACE0,src/libultra/io/sprawdma
AD10,8008AD70,src/libultra/io/sirawdma
ADC0,8008AE20,src/libultra/io/epilinkhandle
AE10,8008AE70,src/libultra/io/viblack
AE80,8008AEE0,src/libultra/io/sirawread
AED0,8008AF30,src/libultra/os/getthreadid
AEF0,8008AF50,src/libultra/io/sptaskyield
AF10,8008AF70,src/libultra/io/pfsreadwritefile
B360,8008B3C0,src/libultra/io/pfsgetstatus
B5A0,8008B600,src/libultra/mgu/mtxidentf
B5F0,8008B650,src/libultra/io/visetmode
B650,8008B6B0,src/libultra/os/getconfig
B660,8008B6C0,src/libultra/os/setconfig
B670,8008B6D0,src/libultra/gu/lookat
B990,8008B9F0,src/libultra/io/pfsallocatefile
BE10,8008BE70,src/libultra/os/stoptimer
BF00,8008BF60,src/libultra/os/probetlb
BFC0,8008C020,src/libultra/io/pimgr
C130,8008C190,src/libultra/io/piacs
C200,8008C260,src/libultra/io/devmgr
C610,8008C670,src/libultra/io/pirawdma
C6E0,8008C740,src/libultra/io/contpfs
D260,8008D2C0,src/libultra/os/getcount
D270,8008D2D0,padding/D270
D280,8008D2E0,src/libultra/mgu/mtxl2f
D2F0,8008D350,src/libultra/os/getmemsize
D410,8008D470,src/libultra/io/pfssearchfile
D5E0,8008D640,src/libultra/os/seteventmesg
D6A0,8008D700,src/libultra/gu/sqrtf
D6B0,8008D710,src/libultra/os/afterprenmi
D6D0,8008D730,src/libultra/io/contquery
D770,8008D7D0,src/libultra/gu/lookathil
DFF0,8008E050,src/libultra/libc/xprintf
ECD0,8008ED30,src/libultra/voice/voicecleardictionary
ED80,8008EDE0,src/libultra/os/unmaptlball
EDD0,8008EE30,src/libultra/io/epidma
EE70,8008EED0,src/libultra/voice/voicecontread2
F0A0,8008F100,src/libultra/voice/voicecrc
F140,8008F1A0,src/libultra/libc/string
F1E0,8008F240,src/libultra/os/createmesgqueue
F210,8008F270,src/libultra/os/invalicache
F290,8008F2F0,src/libultra/os/invaldcache
F340,8008F3A0,src/libultra/os/timerintr
F770,8008F7D0,src/libultra/voice/voicecontread36
F9A0,8008FA00,src/libultra/io/sp
F9D0,8008FA30,src/libultra/io/si
FA00,8008FA60,src/libultra/mgu/mtxident
FA50,8008FAB0,src/libultra/os/jammesg
FBA0,8008FC00,src/libultra/os/setthreadpri
FC80,8008FCE0,src/libultra/os/getthreadpri
