offset,vram,.text
0,800A5AC0,src/code/z_en_a_keep
240,800A5D00,src/code/z_en_item00
2730,800A81F0,src/code/z_eff_blure
5B10,800AB5D0,src/code/z_eff_shield_particle
7130,800ACBF0,src/code/z_eff_spark
87E0,800AE2A0,src/code/z_eff_ss_dead
8E70,800AE930,src/code/z_eff_tire_mark
9C50,800AF710,src/code/z_effect
A590,800B0050,src/code/z_effect_soft_sprite
B050,800B0B10,src/code/z_effect_soft_sprite_old_init
D810,800B32D0,src/code/flg_set
DDC0,800B3880,src/code/z_DLF
E010,800B3AD0,src/code/z_actor
19EE0,800BF9A0,src/code/z_actor_dlftbls
1A0C0,800BFB80,src/code/z_bgcheck
25010,800CAAD0,src/code/z_bg_collect
25350,800CAE10,src/code/z_bg_item
25750,800CB210,src/code/z_camera
3A8E0,800E03A0,src/code/z_collision_btltbls
3A950,800E0410,src/code/z_collision_check
433E0,800E8EA0,src/code/code_800E8EA0
438A0,800E9360,src/code/z_common_data
43920,800E93E0,src/code/z_debug
439B0,800E9470,src/code/z_debug_display
441D0,800E9C90,src/code/z_debug_mode
445A0,800EA060,src/code/z_demo
48860,800EE320,src/code/z_draw
4A3A0,800EFE60,src/code/z_eff_footmark
4A8D0,800F0390,src/code/z_sound_source
4AB00,800F05C0,src/code/z_elf_message
4AD00,800F07C0,src/code/z_en_hy_code
4B790,800F1250,src/code/z_face_reaction
4B810,800F12D0,src/code/z_env_flags
4B9A0,800F1460,src/code/z_eventmgr
4C920,800F23E0,src/code/z_fcurve_data
4CB60,800F2620,src/code/z_fcurve_data_skelanime
4D270,800F2D30,src/code/z_fireobj
4DE80,800F3940,src/code/z_horse
4E7E0,800F42A0,src/code/z_jpeg
4EF50,800F4A10,src/code/z_kaleido_setup
4F480,800F4F40,src/code/z_kanfont
4F5D0,800F5090,src/code/z_kankyo
591D0,800FEC90,src/code/z_lib
5AB00,801005C0,src/code/z_lifemeter
5BEE0,801019A0,src/code/z_lights
5D1A0,80102C60,src/code/z_malloc
5D380,80102E40,src/code/z_map_disp
639E0,801094A0,src/code/z_map_data
64540,8010A000,src/code/z_map_exp
64CA0,8010A760,src/code/z_msgevent
66600,8010C0C0,src/code/z_nmi_buff
666F0,8010C1B0,src/code/z_nulltask
66770,8010C230,src/code/z_olib
670C0,8010CB80,src/code/z_parameter
7CA20,801224E0,src/code/z_path
7CBA0,80122660,src/code/z_pause
7CC20,801226E0,src/code/z_player_lib
84430,80129EF0,src/code/z_prenmi
845C0,8012A080,src/code/z_quake
86190,8012BC50,src/code/z_rcp
87A50,8012D510,src/code/z_room
891C0,8012EC80,src/code/z_inventory
89820,8012F2E0,src/code/z_scene
8AD00,801307C0,src/code/z_scene_proc
8C800,801322C0,src/code/z_scene_table
8C910,801323D0,src/code/z_schedule
8D620,801330E0,src/code/z_skelanime
91EB0,80137970,src/code/z_skin
92950,80138410,src/code/z_skin_awb
930E0,80138BA0,src/code/z_skin_matrix
94780,8013A240,src/code/z_snap
94D00,8013A7C0,src/code/z_sub_s
99150,8013EC10,src/code/z_rumble
993A0,8013EE60,src/code/z_view
9A7A0,80140260,src/code/z_vimode
9B220,80140CE0,src/code/z_viscvg
9B3C0,80140E80,src/code/z_visfbuf
9BDF0,801418B0,src/code/z_vismono
9C600,801420C0,src/code/z_viszbuf
9C980,80142440,src/code/z_vr_box
9DAE0,801435A0,src/code/z_vr_box_draw
9DF50,80143A10,src/code/z_sram_NES
A1A60,80147520,src/code/z_message
B2E10,801588D0,src/code/z_message_nes
B8C90,8015E750,src/code/z_message_staff
BAFD0,80160A90,src/code/z_player_call
BB140,80160C00,src/code/z_shrink_window
BB6C0,80161180,src/code/cutscene_camera
BDC40,80163700,src/code/z_kaleido_manager
BDEE0,801639A0,src/code/z_kaleido_scope_call
BE1D0,80163C90,src/code/z_fbdemo_dlftbls
BE300,80163DC0,src/code/z_fbdemo
BED10,801647D0,src/code/z_fbdemo_fade
BF030,80164AF0,src/code/z_fbdemo_circle
BF6F0,801651B0,src/code/z_overlay
BF9A0,80165460,src/code/z_play
C5150,8016AC10,src/code/z_play_hireso
CA230,8016FCF0,src/code/PreRender
CCD30,801727F0,src/code/TwoHeadGfxArena
CCF40,80172A00,src/code/TwoHeadArena
CD100,80172BC0,src/code/audio_stop_all_sfx
CD170,80172C30,src/code/audio_thread_manager
CD670,80173130,src/code/title_setup
CD8A0,80173360,src/code/game
CE130,80173BF0,src/code/gamealloc
CE270,80173D30,src/code/graph
CEF80,80174A40,src/code/gfxalloc
CEFE0,80174AA0,src/code/listalloc
CF130,80174BF0,src/code/main
CF450,80174F10,src/code/padmgr
D07C0,80176280,src/code/sched
D18D0,80177390,src/code/speed_meter
D2630,801780F0,src/code/su_mtx
D2C90,80178750,src/code/sys_cfb
D3000,80178AC0,src/code/sys_cmpdma
D3470,80178F30,src/code/sys_initial_check
D3840,80179300,src/code/sys_math
D3B30,801795F0,src/code/sys_math3d
DA3F0,8017FEB0,src/code/sys_math_atan
DA6A0,80180160,src/code/sys_matrix
DD1D0,80182C90,src/code/sys_ucode
DD220,80182CE0,src/code/sys_rumble
DD5B0,80183070,src/code/sys_freeze
DD5E0,801830A0,src/code/c_keyframe
DFBA0,80185660,src/code/sys_slowly
DFD00,801857C0,src/code/sys_flashrom
E04D0,80185F90,src/code/kanread
E0FB0,80186A70,src/code/osFlash
E1D10,801877D0,src/audio/lib/synthesis
E5630,8018B0F0,src/audio/lib/heap
E90A0,8018EB60,src/audio/lib/load
ED120,80192BE0,src/audio/lib/thread
EEC50,80194710,src/audio/lib/dcache
EECD0,80194790,src/audio/lib/aisetnextbuf
EEE70,80194930,src/audio/lib/playback
F0F40,80196A00,src/audio/lib/effects
F1A10,801974D0,src/audio/lib/seqplayer
F5380,8019AE40,src/audio/code_8019AE40
F53F0,8019AEB0,padding/F53F0
F5400,8019AEC0,src/audio/code_8019AEC0
F5440,8019AF00,src/audio/code_8019AF00
FF3F0,801A4EB0,src/audio/voice_external
FF730,801A51F0,src/audio/voice_internal
100110,801A5BD0,src/audio/sfx
102050,801A7B10,src/audio/sequence
104050,801A9B10,src/code/jpegutils
104560,801AA020,src/code/jpegdecoder
104B50,801AA610,src/code/z_game_over
104FE0,801AAAA0,src/code/z_construct

offset,vram,.dummy #.text
104FF0R,801AAAB0,rsp/aspMain
105FF0R,801ABAB0,rsp/gspS2DEX2.fifo
1078B0R,801AD370,rsp/njpgdspMain

offset,vram,.data
1083A0,801ADE60,src/code/z_en_a_keep
108400,801ADEC0,src/code/z_en_item00
108780,801AE240,src/code/z_eff_blure
108830,801AE2F0,src/code/z_eff_shield_particle
108870,801AE330,src/code/z_effect
1088E0,801AE3A0,src/code/z_effect_soft_sprite
1088F0,801AE3B0,src/code/z_effect_soft_sprite_old_init
1089E0,801AE4A0,src/code/z_effect_soft_sprite_dlftbls
108E30,801AE8F0,src/code/flg_set
1091C0,801AEC80,src/code/z_actor
109510,801AEFD0,src/code/z_actor_dlftbls
10EB60,801B4620,src/code/z_bgcheck
10EC50,801B4710,src/code/z_camera
114460,801B9F20,src/code/z_collision_btltbls
114740,801BA200,src/code/z_collision_check
114A90,801BA550,src/code/z_debug_display
1155D0,801BB090,src/code/z_debug_mode
115660,801BB120,src/code/z_demo
1156B0,801BB170,src/code/z_draw
116750,801BC210,src/code/z_eff_footmark
1167E0,801BC2A0,src/code/z_en_hy_code
116960,801BC420,src/code/z_face_reaction
117D70,801BD830,src/code/z_eventmgr
117E10,801BD8D0,src/code/z_fireobj
117E50,801BD910,src/code/z_game_dlftbls
117FB0,801BDA70,src/code/z_horse
118000,801BDAC0,src/code/z_jpeg
118040,801BDB00,src/code/z_kaleido_setup
118070,801BDB30,src/code/z_kanfont
1180D0,801BDB90,src/code/z_kankyo
118EA0,801BE960,src/code/z_lib
118ED0,801BE990,src/code/z_lifemeter
118FF0,801BEAB0,src/code/z_lights
119010,801BEAD0,src/code/z_map_disp
119280,801BED40,src/code/z_map_data
119A90,801BF550,src/code/z_map_exp
119B00,801BF5C0,src/code/z_msgevent
119C00,801BF6C0,src/code/z_parameter
11A2E0,801BFDA0,src/code/z_player_lib
11B400,801C0EC0,src/code/z_quake
11B430,801C0EF0,src/code/z_rcp
11C250,801C1D10,src/code/z_room
11C270,801C1D30,src/code/z_inventory
11CB90,801C2650,src/code/z_scene
11CC70,801C2730,src/code/object_table
11E0A0,801C3B60,src/code/z_scene_proc
11E1E0,801C3CA0,src/code/z_scene_table
120190,801C5C50,src/code/z_schedule
1201F0,801C5CB0,src/code/z_skelanime
120210,801C5CD0,src/code/z_skin_matrix
120250,801C5D10,src/code/z_sub_s
120310,801C5DD0,src/code/z_viscvg
120370,801C5E30,src/code/z_vr_box
120500,801C5FC0,src/code/z_sram_NES
120FB0,801C6A70,src/code/z_message
12A9B0,801D0470,src/code/z_message_nes
12AE50,801D0910,src/code/z_message_staff
12B090,801D0B50,src/code/z_player_call
12B0B0,801D0B70,src/code/z_kaleido_manager
12B0F0,801D0BB0,src/code/z_fbdemo_dlftbls
12B1C0,801D0C80,src/code/z_fbdemo
12B1F0,801D0CB0,src/code/z_fbdemo_fade
12B240,801D0D00,src/code/z_fbdemo_circle
12B290,801D0D50,src/code/z_play
12B2C0,801D0D80,src/code/z_play_hireso
12BA30,801D14F0,src/code/audio_thread_manager
12BA40,801D1500,src/code/game
12BA50,801D1510,src/code/graph
12BA60,801D1520,src/code/main
12BA70,801D1530,src/code/padmgr
12BA80,801D1540,src/code/speed_meter
12BAB0,801D1570,src/code/sys_math
12BAF0,801D15B0,src/code/sys_math3d
12BB10,801D15D0,src/code/sys_math_atan
12C320,801D1DE0,src/code/sys_matrix
12C3A0,801D1E60,src/code/sys_ucode
